raw_response,llm_action,llm_product,llm_quantity
"{""action"":""remove"",""product"":""bread"",""quantity"":13}",remove,bread,13
"{""action"":""remove"",""product"":""shampoo"",""quantity"":6}",remove,shampoo,6
"{""action"":""remove"",""product"":""beef"",""quantity"":14}",remove,beef,14
"{""action"":""add"",""product"":""strawberries"",""quantity"":7}",add,strawberries,7
"{""action"":""remove"",""product"":""milk"",""quantity"":9}",remove,milk,9
"{""action"":""add"",""product"":""limes"",""quantity"":7}",add,limes,7
"{""action"":""remove"",""product"":""packs of mushrooms"",""quantity"":8}",remove,packs of mushrooms,8
"{""action"":""add"",""product"":""pepper"",""quantity"":2}",add,pepper,2
"{""action"":""remove"",""product"":""wash"",""quantity"":8}",remove,wash,8
"{""action"":""remove"",""product"":""apples"",""quantity"":19}",remove,apples,19
"{""action"":""add"",""product"":""zucchini"",""quantity"":8}",add,zucchini,8
"{""action"":""add"",""product"":""flour"",""quantity"":20}",add,flour,20
"{""action"":""remove"",""product"":""oliveoil"",""quantity"":12}",remove,oliveoil,12
"{""action"":""add"",""product"":""wrap"",""quantity"":19}",add,wrap,19
"{""action"":""remove"",""product"":""fries"",""quantity"":16}",remove,fries,16
"{""action"":""remove"",""product"":""wash"",""quantity"":17}",remove,wash,17
"{""action"":""remove"",""product"":""pasta"",""quantity"":11}",remove,pasta,11
"{""action"":""remove"",""product"":""cola"",""quantity"":3}",remove,cola,3
"{""action"":""add"",""product"":""carrots"",""quantity"":6}",add,carrots,6
"{""action"":""add"",""product"":""oatmeal"",""quantity"":17}",add,oatmeal,17
"{""action"":""remove"",""product"":""coffee"",""quantity"":6}",remove,coffee,6
"{""action"":""add"",""product"":""garlic"",""quantity"":4}",add,garlic,4
"{""action"":""add"",""product"":""oliveoil"",""quantity"":19}",add,oliveoil,19
"{""action"":""remove"",""product"":""cola"",""quantity"":10}",remove,cola,10
"{""action"":""add"",""product"":""coffee"",""quantity"":9}",add,coffee,9
"{""action"":""remove"",""product"":""milk"",""quantity"":5}",remove,milk,5
"{""action"":""add"",""product"":""eggplant"",""quantity"":11}",add,eggplant,11
"{""action"":""add"",""product"":""oliveoil"",""quantity"":9}",add,oliveoil,9
"{""action"":""remove"",""product"":""toothbrush"",""quantity"":10}",remove,toothbrush,10
"{""action"":""remove"",""product"":""wipes"",""quantity"":14}",remove,wipes,14
"{""action"":""remove"",""product"":""lemons"",""quantity"":18}",remove,lemons,18
"{""action"":""add"",""product"":""juice"",""quantity"":16}",add,juice,16
"{""action"":""add"",""product"":""raspberries"",""quantity"":14}",add,raspberries,14
"{""action"":""add"",""product"":""strawberries"",""quantity"":4}",add,strawberries,4
"{""action"":""remove"",""product"":""coffee"",""quantity"":8}",remove,coffee,8
"{""action"":""remove"",""product"":""spaghetti"",""quantity"":13}",remove,spaghetti,13
"{""action"":""remove"",""product"":""gelato"",""quantity"":19}",remove,gelato,19
"{""action"":""add"",""product"":""gelato"",""quantity"":18}",add,gelato,18
"{""action"":""remove"",""product"":""yogurt"",""quantity"":5}",remove,yogurt,5
"{""action"":""remove"",""product"":""beef"",""quantity"":1}",remove,beef,1
"{""action"":""add"",""product"":""yogurt"",""quantity"":17}",add,yogurt,17
"{""action"":""add"",""product"":""sweetpotatoes"",""quantity"":20}",add,sweetpotatoes,20
"{""action"":""remove"",""product"":""coffee"",""quantity"":17}",remove,coffee,17
"{""action"":""remove"",""product"":""apples"",""quantity"":20}",remove,apples,20
"{""action"":""add"",""product"":""foil"",""quantity"":20}",add,foil,20
"{""action"":""remove"",""product"":""garlic"",""quantity"":18}",remove,garlic,18
"{""action"":""remove"",""product"":""cucumbers"",""quantity"":17}",remove,cucumbers,17
"{""action"":""remove"",""product"":""toothpaste"",""quantity"":2}",remove,toothpaste,2
"{""action"":""remove"",""product"":""granola"",""quantity"":5}",remove,granola,5
"{""action"":""remove"",""product"":""detergent"",""quantity"":7}",remove,detergent,7
"{""action"":""remove"",""product"":""brownsugar"",""quantity"":6}",remove,brownsugar,6
"{""action"":""remove"",""product"":""towels"",""quantity"":10}",remove,towels,10
"{""action"":""add"",""product"":""zucchini"",""quantity"":17}",add,zucchini,17
"{""action"":""remove"",""product"":""coffee"",""quantity"":15}",remove,coffee,15
"{""action"":""add"",""product"":""gelato"",""quantity"":17}",add,gelato,17
"{""action"":""add"",""product"":""blueberries"",""quantity"":11}",add,blueberries,11
"{""action"":""add"",""product"":""spaghetti"",""quantity"":20}",add,spaghetti,20
"{""action"":""remove"",""product"":""mango"",""quantity"":17}",remove,mango,17
"{""action"":""remove"",""product"":""diapers"",""quantity"":18}",remove,diapers,18
"{""action"":""add"",""product"":""paper"",""quantity"":3}",add,paper,3
"{""action"":""add"",""product"":""bananas"",""quantity"":13}",add,bananas,13
"{""action"":""add"",""product"":""water"",""quantity"":6}",add,water,6
"{""action"":""add"",""product"":""soap"",""quantity"":15}",add,soap,15
"{""action"":""add"",""product"":""pepper"",""quantity"":8}",add,pepper,8
"{""action"":""add"",""product"":""litter"",""quantity"":6}",add,litter,6
"{""action"":""remove"",""product"":""avocados"",""quantity"":19}",remove,avocados,19
"{""action"":""add"",""product"":""lemonade"",""quantity"":12}",add,lemonade,12
"{""action"":""add"",""product"":""beef"",""quantity"":6}",add,beef,6
"{""action"":""add"",""product"":""juice"",""quantity"":2}",add,juice,2
"{""action"":""add"",""product"":""soda"",""quantity"":15}",add,soda,15
"{""action"":""add"",""product"":""tuna"",""quantity"":14}",add,tuna,14
"{""action"":""remove"",""product"":""wrap"",""quantity"":5}",remove,wrap,5
"{""action"":""remove"",""product"":""raspberries"",""quantity"":8}",remove,raspberries,8
"{""action"":""add"",""product"":""toothbrush"",""quantity"":6}",add,toothbrush,6
"{""action"":""remove"",""product"":""oranges"",""quantity"":3}",remove,oranges,3
"{""action"":""remove"",""product"":""bellpeppers"",""quantity"":18}",remove,bellpeppers,18
"{""action"":""add"",""product"":""yogurt"",""quantity"":2}",add,yogurt,2
"{""action"":""remove"",""product"":""watermelon"",""quantity"":5}",remove,watermelon,5
"{""action"":""remove"",""product"":""bellpeppers"",""quantity"":20}",remove,bellpeppers,20
"{""action"":""add"",""product"":""eggplant"",""quantity"":6}",add,eggplant,6
"{""action"":""add"",""product"":""batteries"",""quantity"":19}",add,batteries,19
"{""action"":""remove"",""product"":""milk"",""quantity"":19}",remove,milk,19
"{""action"":""remove"",""product"":""salt"",""quantity"":4}",remove,salt,4
"{""action"":""remove"",""product"":""vegetables"",""quantity"":12}",remove,vegetables,12
"{""action"":""add"",""product"":""eggs"",""quantity"":12}",add,eggs,12
"{""action"":""remove"",""product"":""mozzarella"",""quantity"":3}",remove,mozzarella,3
"{""action"":""add"",""product"":""salmon"",""quantity"":13}",add,salmon,13
"{""action"":""add"",""product"":""gelato"",""quantity"":16}",add,gelato,16
"{""action"":""add"",""product"":""brownsugar"",""quantity"":3}",add,brownsugar,3
"{""action"":""add"",""product"":""cola"",""quantity"":11}",add,cola,11
"{""action"":""remove"",""product"":""sweetpotatoes"",""quantity"":12}",remove,sweetpotatoes,12
"{""action"":""add"",""product"":""cola"",""quantity"":20}",add,cola,20
"{""action"":""add"",""product"":""onions"",""quantity"":19}",add,onions,19
"{""action"":""remove"",""product"":""kibble"",""quantity"":18}",remove,kibble,18
"{""action"":""remove"",""product"":""soda"",""quantity"":14}",remove,soda,14
"{""action"":""add"",""product"":""eggs"",""quantity"":19}",add,eggs,19
"{""action"":""add"",""product"":""soda"",""quantity"":6}",add,soda,6
"{""action"":""remove"",""product"":""cheddar"",""quantity"":14}",remove,cheddar,14
"{""action"":""remove"",""product"":""wipes"",""quantity"":10}",remove,wipes,10
"{""action"":""remove"",""product"":""fries"",""quantity"":12}",remove,fries,12
"{""action"":""add"",""product"":""towels"",""quantity"":17}",add,towels,17
"{""action"":""remove"",""product"":""soap"",""quantity"":17}",remove,soap,17
"{""action"":""add"",""product"":""carrots"",""quantity"":17}",add,carrots,17
"{""action"":""remove"",""product"":""wipes"",""quantity"":17}",remove,wipes,17
"{""action"":""add"",""product"":""coffee"",""quantity"":6}",add,coffee,6
"{""action"":""add"",""product"":""potatoes"",""quantity"":2}",add,potatoes,2
"{""action"":""remove"",""product"":""carrots"",""quantity"":10}",remove,carrots,10
"{""action"":""remove"",""product"":""shampoo"",""quantity"":15}",remove,shampoo,15
"{""action"":""remove"",""product"":""onions"",""quantity"":6}",remove,onions,6
"{""action"":""add"",""product"":""avocados"",""quantity"":2}",add,avocados,2
"{""action"":""add"",""product"":""strawberries"",""quantity"":5}",add,strawberries,5
"{""action"":""remove"",""product"":""butter"",""quantity"":10}",remove,butter,10
"{""action"":""remove"",""product"":""potatoes"",""quantity"":1}",remove,potatoes,1
"{""action"":""add"",""product"":""bread"",""quantity"":19}",add,bread,19
"{""action"":""add"",""product"":""packs of butter"",""quantity"":17}",add,packs of butter,17
"{""action"":""add"",""product"":""zucchini"",""quantity"":14}",add,zucchini,14
"{""action"":""add"",""product"":""lemons"",""quantity"":19}",add,lemons,19
"{""action"":""add"",""product"":""flour"",""quantity"":15}",add,flour,15
"{""action"":""remove"",""product"":""gelato"",""quantity"":4}",remove,gelato,4
"{""action"":""add"",""product"":""kibble"",""quantity"":2}",add,kibble,2
"{""action"":""remove"",""product"":""soda"",""quantity"":6}",remove,soda,6
"{""action"":""remove"",""product"":""kibble"",""quantity"":17}",remove,kibble,17
"{""action"":""remove"",""product"":""tomatoes"",""quantity"":7}",remove,tomatoes,7
"{""action"":""add"",""product"":""bulbs"",""quantity"":18}",add,bulbs,18
"{""action"":""add"",""product"":""rice"",""quantity"":5}",add,rice,5
"{""action"":""remove"",""product"":""pizza"",""quantity"":15}",remove,pizza,15
"{""action"":""add"",""product"":""spinach"",""quantity"":5}",add,spinach,5
"{""action"":""remove"",""product"":""bread"",""quantity"":15}",remove,bread,15
"{""action"":""add"",""product"":""garlic"",""quantity"":9}",add,garlic,9
"{""action"":""remove"",""product"":""bags"",""quantity"":3}",remove,bags,3
"{""action"":""add"",""product"":""tomatoes"",""quantity"":14}",add,tomatoes,14
"{""action"":""add"",""product"":""gelato"",""quantity"":12}",add,gelato,12
"{""action"":""remove"",""product"":""zucchini"",""quantity"":7}",remove,zucchini,7
"{""action"":""remove"",""product"":""packs of tomatoes"",""quantity"":1}",remove,packs of tomatoes,1
"{""action"":""remove"",""product"":""tomatoes"",""quantity"":8}",remove,tomatoes,8
"{""action"":""add"",""product"":""brownsugar"",""quantity"":4}",add,brownsugar,4
"{""action"":""remove"",""product"":""beef"",""quantity"":8}",remove,beef,8
"{""action"":""remove"",""product"":""packs of bread"",""quantity"":16}",remove,packs of bread,16
"{""action"":""add"",""product"":""zucchini"",""quantity"":1}",add,zucchini,1
"{""action"":""add"",""product"":""spinach"",""quantity"":10}",add,spinach,10
"{""action"":""add"",""product"":""kibble"",""quantity"":18}",add,kibble,18
"{""action"":""add"",""product"":""tomatoes"",""quantity"":18}",add,tomatoes,18
"{""action"":""add"",""product"":""toothpaste"",""quantity"":5}",add,toothpaste,5
"{""action"":""add"",""product"":""wipes"",""quantity"":6}",add,wipes,6
"{""action"":""remove"",""product"":""bulbs"",""quantity"":8}",remove,bulbs,8
"{""action"":""remove"",""product"":""tea"",""quantity"":1}",remove,tea,1
"{""action"":""remove"",""product"":""milk"",""quantity"":20}",remove,milk,20
"{""action"":""remove"",""product"":""bellpeppers"",""quantity"":4}",remove,bellpeppers,4
"{""action"":""add"",""product"":""wipes"",""quantity"":10}",add,wipes,10
"{""action"":""remove"",""product"":""broccoli"",""quantity"":3}",remove,broccoli,3
"{""action"":""add"",""product"":""foil"",""quantity"":3}",add,foil,3
"{""action"":""add"",""product"":""bulbs"",""quantity"":6}",add,bulbs,6
"{""action"":""add"",""product"":""water"",""quantity"":8}",add,water,8
"{""action"":""remove"",""product"":""pasta"",""quantity"":16}",remove,pasta,16
"{""action"":""remove"",""product"":""toothbrush"",""quantity"":11}",remove,toothbrush,11
"{""action"":""add"",""product"":""juice"",""quantity"":16}",add,juice,16
"{""action"":""remove"",""product"":""tea"",""quantity"":19}",remove,tea,19
"{""action"":""remove"",""product"":""butter"",""quantity"":13}",remove,butter,13
"{""action"":""remove"",""product"":""rice"",""quantity"":8}",remove,rice,8
"{""action"":""add"",""product"":""strawberries"",""quantity"":8}",add,strawberries,8
"{""action"":""remove"",""product"":""shampoo"",""quantity"":8}",remove,shampoo,8
"{""action"":""add"",""product"":""shampoo"",""quantity"":15}",add,shampoo,15
"{""action"":""remove"",""product"":""strawberries"",""quantity"":11}",remove,strawberries,11
"{""action"":""add"",""product"":""cucumbers"",""quantity"":18}",add,cucumbers,18
"{""action"":""remove"",""product"":""litter"",""quantity"":1}",remove,litter,1
"{""action"":""remove"",""product"":""litter"",""quantity"":2}",remove,litter,2
"{""action"":""add"",""product"":""lemonade"",""quantity"":10}",add,lemonade,10
"{""action"":""remove"",""product"":""blueberries"",""quantity"":13}",remove,blueberries,13
"{""action"":""add"",""product"":""cola"",""quantity"":16}",add,cola,16
"{""action"":""remove"",""product"":""raspberries"",""quantity"":13}",remove,raspberries,13
"{""action"":""add"",""product"":""potatoes"",""quantity"":6}",add,potatoes,6
"{""action"":""remove"",""product"":""eggplant"",""quantity"":17}",remove,eggplant,17
"{""action"":""add"",""product"":""oranges"",""quantity"":3}",add,oranges,3
"{""action"":""remove"",""product"":""eggplant"",""quantity"":10}",remove,eggplant,10
"{""action"":""remove"",""product"":""carrots"",""quantity"":17}",remove,carrots,17
"{""action"":""remove"",""product"":""water"",""quantity"":20}",remove,water,20
"{""action"":""remove"",""product"":""bags"",""quantity"":3}",remove,bags,3
"{""action"":""remove"",""product"":""packs of limes"",""quantity"":3}",remove,packs of limes,3
"{""action"":""remove"",""product"":""shampoo"",""quantity"":7}",remove,shampoo,7
"{""action"":""remove"",""product"":""apples"",""quantity"":13}",remove,apples,13
"{""action"":""remove"",""product"":""spinach"",""quantity"":17}",remove,spinach,17
"{""action"":""add"",""product"":""oliveoil"",""quantity"":6}",add,oliveoil,6
"{""action"":""add"",""product"":""shampoo"",""quantity"":10}",add,shampoo,10
"{""action"":""remove"",""product"":""diapers"",""quantity"":7}",remove,diapers,7
"{""action"":""remove"",""product"":""brownsugar"",""quantity"":6}",remove,brownsugar,6
"{""action"":""add"",""product"":""diapers"",""quantity"":6}",add,diapers,6
"{""action"":""remove"",""product"":""cola"",""quantity"":5}",remove,cola,5
"{""action"":""remove"",""product"":""bellpeppers"",""quantity"":14}",remove,bellpeppers,14
"{""action"":""add"",""product"":""flour"",""quantity"":16}",add,flour,16
"{""action"":""add"",""product"":""eggplant"",""quantity"":2}",add,eggplant,2
"{""action"":""remove"",""product"":""eggplant"",""quantity"":17}",remove,eggplant,17
"{""action"":""add"",""product"":""beef"",""quantity"":14}",add,beef,14
"{""action"":""remove"",""product"":""soda"",""quantity"":17}",remove,soda,17
"{""action"":""remove"",""product"":""foil"",""quantity"":18}",remove,foil,18
"{""action"":""add"",""product"":""detergent"",""quantity"":4}",add,detergent,4
"{""action"":""add"",""product"":""garlic"",""quantity"":10}",add,garlic,10
"{""action"":""remove"",""product"":""blueberries"",""quantity"":14}",remove,blueberries,14
"{""action"":""add"",""product"":""brownsugar"",""quantity"":17}",add,brownsugar,17
"{""action"":""add"",""product"":""oranges"",""quantity"":15}",add,oranges,15
"{""action"":""add"",""product"":""bags"",""quantity"":1}",add,bags,1
"{""action"":""remove"",""product"":""cereal"",""quantity"":19}",remove,cereal,19
"{""action"":""add"",""product"":""yogurt"",""quantity"":2}",add,yogurt,2
"{""action"":""add"",""product"":""conditioner"",""quantity"":12}",add,conditioner,12
"{""action"":""remove"",""product"":""wash"",""quantity"":12}",remove,wash,12
"{""action"":""add"",""product"":""soda"",""quantity"":7}",add,soda,7
"{""action"":""remove"",""product"":""yogurt"",""quantity"":16}",remove,yogurt,16
"{""action"":""add"",""product"":""spinach"",""quantity"":20}",add,spinach,20
"{""action"":""remove"",""product"":""wash"",""quantity"":4}",remove,wash,4
"{""action"":""remove"",""product"":""soda"",""quantity"":2}",remove,soda,2
"{""action"":""add"",""product"":""toothbrush"",""quantity"":1}",add,toothbrush,1
"{""action"":""remove"",""product"":""oranges"",""quantity"":17}",remove,oranges,17
"{""action"":""add"",""product"":""chicken"",""quantity"":11}",add,chicken,11
"{""action"":""remove"",""product"":""juice"",""quantity"":4}",remove,juice,4
"{""action"":""add"",""product"":""oatmeal"",""quantity"":5}",add,oatmeal,5
"{""action"":""add"",""product"":""pineapple"",""quantity"":12}",add,pineapple,12
"{""action"":""remove"",""product"":""water"",""quantity"":7}",remove,water,7
"{""action"":""add"",""product"":""cola"",""quantity"":17}",add,cola,17
"{""action"":""remove"",""product"":""carrots"",""quantity"":4}",remove,carrots,4
"{""action"":""remove"",""product"":""butter"",""quantity"":6}",remove,butter,6
"{""action"":""remove"",""product"":""bags"",""quantity"":18}",remove,bags,18
"{""action"":""remove"",""product"":""bananas"",""quantity"":5}",remove,bananas,5
"{""action"":""add"",""product"":""lemonade"",""quantity"":9}",add,lemonade,9
"{""action"":""add"",""product"":""water"",""quantity"":15}",add,water,15
"{""action"":""remove"",""product"":""oliveoil"",""quantity"":12}",remove,oliveoil,12
"{""action"":""remove"",""product"":""paper"",""quantity"":14}",remove,paper,14
"{""action"":""remove"",""product"":""juice"",""quantity"":11}",remove,juice,11
"{""action"":""add"",""product"":""bananas"",""quantity"":18}",add,bananas,18
"{""action"":""remove"",""product"":""mushrooms"",""quantity"":17}",remove,mushrooms,17
"{""action"":""remove"",""product"":""pineapple"",""quantity"":8}",remove,pineapple,8
"{""action"":""add"",""product"":""mozzarella"",""quantity"":8}",add,mozzarella,8
"{""action"":""add"",""product"":""sugar"",""quantity"":9}",add,sugar,9
"{""action"":""remove"",""product"":""cola"",""quantity"":18}",remove,cola,18
"{""action"":""remove"",""product"":""toothbrush"",""quantity"":16}",remove,toothbrush,16
"{""action"":""remove"",""product"":""pasta"",""quantity"":5}",remove,pasta,5
"{""action"":""remove"",""product"":""chicken"",""quantity"":10}",remove,chicken,10
"{""action"":""add"",""product"":""limes"",""quantity"":13}",add,limes,13
"{""action"":""remove"",""product"":""water"",""quantity"":19}",remove,water,19
"{""action"":""add"",""product"":""avocados"",""quantity"":2}",add,avocados,2
"{""action"":""remove"",""product"":""detergent"",""quantity"":6}",remove,detergent,6
"{""action"":""remove"",""product"":""potatoes"",""quantity"":6}",remove,potatoes,6
"{""action"":""remove"",""product"":""conditioner"",""quantity"":1}",remove,conditioner,1
"{""action"":""remove"",""product"":""limes"",""quantity"":7}",remove,limes,7
"{""action"":""add"",""product"":""flour"",""quantity"":5}",add,flour,5
"{""action"":""remove"",""product"":""blueberries"",""quantity"":1}",remove,blueberries,1
"{""action"":""remove"",""product"":""quinoa"",""quantity"":16}",remove,quinoa,16
"{""action"":""add"",""product"":""conditioner"",""quantity"":6}",add,conditioner,6
"{""action"":""remove"",""product"":""potatoes"",""quantity"":18}",remove,potatoes,18
"{""action"":""add"",""product"":""tuna"",""quantity"":20}",add,tuna,20
"{""action"":""add"",""product"":""granola"",""quantity"":3}",add,granola,3
"{""action"":""add"",""product"":""packs of soap"",""quantity"":7}",add,packs of soap,7
"{""action"":""add"",""product"":""juice"",""quantity"":1}",add,juice,1
"{""action"":""add"",""product"":""watermelon"",""quantity"":13}",add,watermelon,13
"{""action"":""add"",""product"":""juice"",""quantity"":19}",add,juice,19
"{""action"":""add"",""product"":""toothbrush"",""quantity"":8}",add,toothbrush,8
"{""action"":""add"",""product"":""garlic"",""quantity"":2}",add,garlic,2
"{""action"":""remove"",""product"":""onions"",""quantity"":8}",remove,onions,8
"{""action"":""add"",""product"":""tissues"",""quantity"":20}",add,tissues,20
"{""action"":""add"",""product"":""mango"",""quantity"":11}",add,mango,11
"{""action"":""add"",""product"":""onions"",""quantity"":6}",add,onions,6
"{""action"":""add"",""product"":""kibble"",""quantity"":10}",add,kibble,10
"{""action"":""add"",""product"":""onions"",""quantity"":2}",add,onions,2
"{""action"":""add"",""product"":""salt"",""quantity"":11}",add,salt,11
"{""action"":""remove"",""product"":""potatoes"",""quantity"":15}",remove,potatoes,15
"{""action"":""add"",""product"":""garlic"",""quantity"":7}",add,garlic,7
"{""action"":""remove"",""product"":""strawberries"",""quantity"":15}",remove,strawberries,15
"{""action"":""add"",""product"":""paper"",""quantity"":13}",add,paper,13
"{""action"":""remove"",""product"":""coffee"",""quantity"":2}",remove,coffee,2
"{""action"":""add"",""product"":""4 bread"",""quantity"":4}",add,4 bread,4
"{""action"":""add"",""product"":""wrap"",""quantity"":15}",add,wrap,15
"{""action"":""add"",""product"":""flour"",""quantity"":14}",add,flour,14
"{""action"":""add"",""product"":""tissues"",""quantity"":6}",add,tissues,6
"{""action"":""remove"",""product"":""salmon"",""quantity"":14}",remove,salmon,14
"{""action"":""remove"",""product"":""cereal"",""quantity"":13}",remove,cereal,13
"{""action"":""remove"",""product"":""butter"",""quantity"":3}",remove,butter,3
"{""action"":""add"",""product"":""pasta"",""quantity"":18}",add,pasta,18
"{""action"":""add"",""product"":""spinach"",""quantity"":18}",add,spinach,18
"{""action"":""add"",""product"":""bread"",""quantity"":3}",add,bread,3
"{""action"":""remove"",""product"":""tissues"",""quantity"":19}",remove,tissues,19
"{""action"":""remove"",""product"":""quinoa"",""quantity"":12}",remove,quinoa,12
"{""action"":""remove"",""product"":""toothpaste"",""quantity"":12}",remove,toothpaste,12
"{""action"":""add"",""product"":""tissues"",""quantity"":9}",add,tissues,9
"{""action"":""remove"",""product"":""tuna"",""quantity"":3}",remove,tuna,3
"{""action"":""add"",""product"":""tissues"",""quantity"":12}",add,tissues,12
"{""action"":""remove"",""product"":""cheddar"",""quantity"":15}",remove,cheddar,15
"{""action"":""add"",""product"":""garlic"",""quantity"":3}",add,garlic,3
"{""action"":""add"",""product"":""strawberries"",""quantity"":4}",add,strawberries,4
"{""action"":""add"",""product"":""rice"",""quantity"":1}",add,rice,1
"{""action"":""add"",""product"":""butter"",""quantity"":2}",add,butter,2
"{""action"":""remove"",""product"":""oatmeal"",""quantity"":9}",remove,oatmeal,9
"{""action"":""add"",""product"":""pepper"",""quantity"":8}",add,pepper,8
"{""action"":""remove"",""product"":""pineapple"",""quantity"":6}",remove,pineapple,6
"{""action"":""remove"",""product"":""water"",""quantity"":6}",remove,water,6
"{""action"":""add"",""product"":""pineapple"",""quantity"":20}",add,pineapple,20
"{""action"":""add"",""product"":""raspberries"",""quantity"":13}",add,raspberries,13
"{""action"":""remove"",""product"":""kibble"",""quantity"":16}",remove,kibble,16
"{""action"":""remove"",""product"":""raspberries"",""quantity"":16}",remove,raspberries,16
"{""action"":""add"",""product"":""mango"",""quantity"":19}",add,mango,19
"{""action"":""remove"",""product"":""detergent"",""quantity"":13}",remove,detergent,13
"{""action"":""add"",""product"":""broccoli"",""quantity"":2}",add,broccoli,2
"{""action"":""remove"",""product"":""paper"",""quantity"":15}",remove,paper,15
"{""action"":""remove"",""product"":""rice"",""quantity"":13}",remove,rice,13
"{""action"":""remove"",""product"":""gelato"",""quantity"":19}",remove,gelato,19
"{""action"":""remove"",""product"":""granola"",""quantity"":18}",remove,granola,18
"{""action"":""add"",""product"":""tea"",""quantity"":8}",add,tea,8
"{""action"":""add"",""product"":""pizza"",""quantity"":3}",add,pizza,3
"{""action"":""remove"",""product"":""more zucchini"",""quantity"":11}",remove,more zucchini,11
"{""action"":""remove"",""product"":""sweetpotatoes"",""quantity"":14}",remove,sweetpotatoes,14
"{""action"":""remove"",""product"":""litter"",""quantity"":17}",remove,litter,17
"{""action"":""remove"",""product"":""shampoo"",""quantity"":14}",remove,shampoo,14
"{""action"":""add"",""product"":""soap"",""quantity"":13}",add,soap,13
"{""action"":""add"",""product"":""water"",""quantity"":4}",add,water,4
"{""action"":""add"",""product"":""vegetables"",""quantity"":6}",add,vegetables,6
"{""action"":""add"",""product"":""bread"",""quantity"":2}",add,bread,2
"{""action"":""add"",""product"":""gelato"",""quantity"":2}",add,gelato,2
"{""action"":""remove"",""product"":""oatmeal"",""quantity"":19}",remove,oatmeal,19
"{""action"":""remove"",""product"":""soap"",""quantity"":15}",remove,soap,15
"{""action"":""remove"",""product"":""butter"",""quantity"":13}",remove,butter,13
"{""action"":""add"",""product"":""tea"",""quantity"":20}",add,tea,20
"{""action"":""remove"",""product"":""onions"",""quantity"":16}",remove,onions,16
"{""action"":""add"",""product"":""salmon"",""quantity"":18}",add,salmon,18
"{""action"":""add"",""product"":""raspberries"",""quantity"":2}",add,raspberries,2
"{""action"":""add"",""product"":""gelato"",""quantity"":15}",add,gelato,15
"{""action"":""add"",""product"":""conditioner"",""quantity"":2}",add,conditioner,2
"{""action"":""remove"",""product"":""eggs"",""quantity"":1}",remove,eggs,1
"{""action"":""remove"",""product"":""rice"",""quantity"":6}",remove,rice,6
"{""action"":""remove"",""product"":""soap"",""quantity"":18}",remove,soap,18
"{""action"":""add"",""product"":""zucchini"",""quantity"":7}",add,zucchini,7
"{""action"":""add"",""product"":""bellpeppers"",""quantity"":12}",add,bellpeppers,12
"{""action"":""remove"",""product"":""conditioner"",""quantity"":15}",remove,conditioner,15
"{""action"":""add"",""product"":""spinach"",""quantity"":5}",add,spinach,5
"{""action"":""remove"",""product"":""milk"",""quantity"":1}",remove,milk,1
"{""action"":""remove"",""product"":""watermelon"",""quantity"":10}",remove,watermelon,10
"{""action"":""add"",""product"":""treats"",""quantity"":7}",add,treats,7
"{""action"":""add"",""product"":""coffee"",""quantity"":8}",add,coffee,8
"{""action"":""remove"",""product"":""zucchini"",""quantity"":10}",remove,zucchini,10
"{""action"":""add"",""product"":""soda"",""quantity"":1}",add,soda,1
"{""action"":""add"",""product"":""yogurt"",""quantity"":17}",add,yogurt,17
"{""action"":""remove"",""product"":""tea"",""quantity"":19}",remove,tea,19
"{""action"":""add"",""product"":""gelato"",""quantity"":5}",add,gelato,5
"{""action"":""remove"",""product"":""eggplant"",""quantity"":1}",remove,eggplant,1
"{""action"":""remove"",""product"":""raspberries"",""quantity"":10}",remove,raspberries,10
"{""action"":""remove"",""product"":""spaghetti"",""quantity"":15}",remove,spaghetti,15
"{""action"":""remove"",""product"":""toothbrush"",""quantity"":14}",remove,toothbrush,14
"{""action"":""add"",""product"":""foil"",""quantity"":20}",add,foil,20
"{""action"":""remove"",""product"":""diapers"",""quantity"":7}",remove,diapers,7
"{""action"":""add"",""product"":""packs of tuna"",""quantity"":1}",add,packs of tuna,1
"{""action"":""remove"",""product"":""apples"",""quantity"":8}",remove,apples,8
"{""action"":""add"",""product"":""cucumbers"",""quantity"":11}",add,cucumbers,11
"{""action"":""add"",""product"":""diapers"",""quantity"":1}",add,diapers,1
"{""action"":""remove"",""product"":""milk"",""quantity"":8}",remove,milk,8
"{""action"":""add"",""product"":""butter"",""quantity"":10}",add,butter,10
"{""action"":""add"",""product"":""watermelon"",""quantity"":11}",add,watermelon,11
"{""action"":""remove"",""product"":""toothpaste"",""quantity"":10}",remove,toothpaste,10
"{""action"":""remove"",""product"":""salmon"",""quantity"":8}",remove,salmon,8
"{""action"":""remove"",""product"":""apples"",""quantity"":18}",remove,apples,18
"{""action"":""remove"",""product"":""spinach"",""quantity"":11}",remove,spinach,11
"{""action"":""remove"",""product"":""potatoes"",""quantity"":15}",remove,potatoes,15
"{""action"":""add"",""product"":""packs of spaghetti"",""quantity"":8}",add,packs of spaghetti,8
"{""action"":""remove"",""product"":""gelato"",""quantity"":13}",remove,gelato,13
"{""action"":""add"",""product"":""carrots"",""quantity"":17}",add,carrots,17
"{""action"":""add"",""product"":""limes"",""quantity"":12}",add,limes,12
"{""action"":""add"",""product"":""pepper"",""quantity"":4}",add,pepper,4
"{""action"":""remove"",""product"":""raspberries"",""quantity"":10}",remove,raspberries,10
